,industry,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
12,Beverages—Non-Alcoholic,227.41333333333333,0.27420002,0.044,0.01625,0.3864499866666667,0.07151,0.04892999933333333,0.048769998333333335,0.19028667666666665,93.68633333333334,255.09887366666666,22.158194666666663,0.46482332333333337,455.79600000000005,0.42108665666666667,8.0,81.56
13,Biotechnology,21.77489599999999,0.0,0.06583050812881354,0.0,0.13182800400000003,-78.33913180681337,-0.1968768030666667,-0.5766849386569227,-0.7057375013366667,29.145672131147553,60.245269666666665,4.85277491625,0.1255754775895891,3.9443134328358203,0.4967584915904111,5.461538461538462,39.513538461538474
14,Broadcasting,12.94,0.0,0.0067000003,0.0,0.58836,0.044260003,-0.05049,0.01401,-0.111940004,261.601,0.0,0.7028407,0.05177,11.861,0.76835,3.0,21.67
15,Building Products & Equipment,55.65,0.0,0.0323,0.0,0.26463,0.07126,-0.00685,0.047280002,0.10283,96.167,0.0,2.2383559,0.0066000004,9.43,1.04628,13.0,65.19
16,Capital Markets,13.174000000000001,0.06359999749999999,0.06663333666666667,0.00905,0.593450006,-4.9084022008,-0.037672002,-0.1983775,-0.47968254499999996,130.04649999999998,13.12430075,14.871579000000002,0.332256,-17641.40066666667,0.3590020060008,5.0,57.4
17,Coking Coal,1.39,0.0,0.0053,0.0,0.29411,-0.99259,-1.57684,-0.276,-0.79750997,0.0,0.0,0.0,0.29941,-4.81,0.065560006,0.0,0.0
18,Communication Equipment,15.719999999999995,0.0,0.033929999700000005,0.0149,0.379024011,0.04076200080000001,-0.007718999800000001,0.034699,0.03403100150000001,161.8801,32.680534333333334,5.3475179200000005,0.1651639977,31.4461,0.49764500400000006,4.75,29.1775
19,Computer Hardware,16.715,0.0,0.1907,0.0,0.2272949875,-0.188095,-0.16655001,0.031625,0.041264999999999996,1.641,0.0,2.5322235,0.052059997,9.5435,0.39563,5.0,33.2
20,Conglomerates,4.89,0.0,0.0,0.0,0.28280002,-0.0107,0.13074,-0.00169,0.11006,112.009,1.6979165,0.007167776,0.0,10.957,0.12546,0.0,0.0
21,Consulting Services,60.35,0.13575,0.0151499995,0.012,0.37733998999999996,0.0428750002,0.0250249985,0.04729,0.14001,58.125,28.696255,3.7338483,0.229825015,20.2375,0.6253299999999999,2.0,64.5
22,Credit Services,327.54499999999996,0.0,0.1311,0.0,0.98561,0.44434502000000003,0.329909985,0.052360000000000004,0.24632999,743.8439999999999,14.607458,3.02710765,0.264915,0.0,0.623514985,4.0,200.335
23,Diagnostics & Research,10.911025,0.0,0.06218181781818182,0.0,0.36043915925000003,-0.52948667125,-0.24896166783333337,-0.1194325025,-0.2984200027272728,56.691363636363626,5.980263,4.325774455555555,0.16031916650083336,-99.66574999999999,0.34596083416666673,2.8333333333333335,25.8275
24,Discount Stores,529.37,0.2644,0.0119,0.0069999998,0.12885,0.03424,0.02555,0.073020004,0.27616,56.051,54.133347,14.971293,0.00217,23.759,0.69317,29.0,445.65
25,Drug Manufacturers—General,256.79,0.0,0.0135,0.0,0.83949995,0.24025999,0.16397,0.07029,0.22143999,68.063,13.311389,3.620279,0.00676,14.745,0.8631,27.0,417.7
26,Drug Manufacturers—Specialty & Generic,6.452571428571429,0.0,0.0671600012,0.0,0.6970271557142856,-50.62528285714286,-0.8576800571471429,-0.10732000057142857,-0.21121856857142857,45.34457142857143,13.34435875,2.14231885,0.1960066633333333,28.30583333333333,0.42276000333333336,5.333333333333333,15.213333333333333
27,Education & Training Services,2.05,0.0,0.0223,0.0,0.57058,0.28601998,0.24063,0.0915,0.14371,0.974,9.903381,1.1153427,0.27849,15.14,0.01279,0.0,0.0
28,Electrical Equipment & Parts,2.04,0.0,0.0355,0.0,0.12958,-0.09674,0.67867,-0.01757,0.47937,2.748,5.930232,1.8361837,0.39683998,-136.007,0.05763,1.0,2.0
29,Electronic Components,10.683333333333332,0.10456666333333332,0.0237,0.0184500005,0.23163,0.032830000166666665,0.031273333333333334,0.023586667333333335,0.08305,44.08266666666666,73.7643934,3.7949627366666667,0.187753333,31.84466666666667,0.3878599999999999,2.0,24.0
30,Electronic Gaming & Multimedia,24.754666666666665,0.0,0.024500001,0.0,0.3824366666666667,-0.009359998999999994,-0.06513666,-0.006909999666666667,-0.13715333666666665,15.430000000000001,2.1290321,1.86695245,0.3341,-55.58633333333333,0.217400002,30.0,110.15
31,Electronics & Computer Distribution,46.57,0.0,0.0301,0.0,0.16149001,0.02645,0.020299999,0.044439998,0.08168,1.946,23.882051,1.8826051,0.58037996,14.364,0.43338,1.0,53.0
32,Entertainment,246.75666666666666,0.11939999333333333,0.04073333333333334,0.0168,0.55639,0.05888999666666667,-0.245453335,0.012000001666666668,-1.0482599633333334,179.51766666666666,29.813637,12.510703999999999,0.15707001,-71.542,0.5699200000000001,20.333333333333332,297.2366666666667
33,Farm & Heavy Construction Machinery,49.59,1.0435,0.0155,0.0054,0.34991002,0.07003,0.0066500003,0.02362,0.00808,70.541,130.5,2.2434855,0.02769,21.288,1.00796,8.0,65.0
34,Farm Products,29.785500000000003,0.4857,0.14109999,0.0643000008,0.03522666816666666,-0.003119999999999999,0.008203333333333333,-0.0016900000833333338,0.03125000000000001,44.84233333333333,26.572052,1.7548665,0.02475000000833333,63.425,0.36083165833333325,3.0,39.0
35,Financial Data & Stock Exchanges,226.2,0.65419996,0.0128,0.0165,1.0,0.53806,0.41746,0.0104600005,0.071669996,15.147,42.439026,3.0546925,0.00447,27.875,0.87977,15.0,221.47
36,Food Distribution,33.2,0.0,0.1489,0.0,0.22589001,-0.040949997,-0.05271,-0.030989999,-0.18132,156.257,0.0,3.8368196,0.13109,-69.972,0.85135,5.0,38.8
37,"Furnishings, Fixtures & Appliances",18.01,0.26139998,0.0481,0.0317,0.56314,0.06044,0.041139998,0.04429,0.124919996,86.189,0.0,1.1321348,0.06655,5.974,0.62731,2.0,34.0
38,Gambling,127.923,0.060399998,0.018,0.0031,0.30281499,0.1372600025,0.120414995,0.04378,0.361324982,315.746,57.45139,23.2224482,0.244515003,18.2315,0.53239,3.0,131.7
39,Grocery Stores,191.2,0.1609,0.018,0.0072000003,0.28395,0.05784,0.036,0.068179995,0.16471,84.518,22.816229,3.6720505,0.00315,11.21,0.85789,11.0,225.36
40,Health Information Services,32.949999999999996,0.1228,0.05090000133333333,0.0123000005,0.5481075,0.0668699995,0.032757499999999995,0.04548,0.07853,69.65299999999999,29.2939625,2.8566577,0.0792775,-49.522,0.8571550050000001,9.25,39.985
41,Healthcare Plans,5.61,0.0,0.0,0.0,-0.082440004,-0.42333,-0.52037996,-0.31551,-3.68103,9.254,0.0,0.0,0.14377,-6.283,0.54710996,4.0,9.5
42,Information Technology Services,79.91799999999999,0.048319997999999996,0.0162249995,0.00685,0.30226999400000004,0.06945399999999999,0.023242,0.049985999,0.24227199800000002,131.24759999999998,20.6636885,8.576355000000001,0.17258400000000002,8.956599999999998,0.5852139997999999,6.5,101.5575
43,Insurance Brokers,39.38,0.0,0.0162,0.0,0.31685,0.07244,-0.021370001,0.01418,-0.026700001,63.48,0.0,4.813593,0.15179,37.848,0.80471003,7.0,34.71
44,Insurance—Life,33.4,0.0,0.0291,0.05566666666666666,0.16359,-0.26584998,-0.2291,-0.0035299999,-0.0696,57.884,0.0,0.23169003999999999,0.00327,0.0,0.572509985,9.0,51.22
45,Insurance—Property & Casualty,60.585,0.0644,0.02244999995,0.0217,0.29627000000000003,0.208765,0.1584050001,0.050099999799999996,0.1689499995,56.901,22.147873,1.18129,0.26041000000000003,10.633999999999999,0.39251000300000005,3.0,68.25
46,Integrated Freight & Logistics,93.91,0.4605,0.1058,0.0216,0.074,0.04575,0.03496,0.0942,0.34820998,89.513,21.203434,6.6978106,0.00733,16.201,0.93891,17.0,100.29
47,Internet Content & Information,67.6125,0.0,0.1097,0.0,0.5119999900000001,-0.039280002499999994,-0.019522499999999998,-0.030829999999999993,-0.0682475025,24.739,28.6464125,4.066918173333334,0.043975002299999996,-8.49,0.6906524975,14.5,99.5925
48,Internet Retail,17.09,0.0,0.0,0.0,0.36753,0.064050004,0.04546,0.04652,0.0971,40.82,17.528204,0.2180904,0.0,-0.343,0.67926,14.0,33.7
49,Leisure,28.53,0.15,0.019199999,0.0032,0.36003,0.0793,0.05455,0.05459,0.07989,12.604,158.5,4.354396,0.17774001,32.258,0.77352995,6.0,34.67
50,Marine Shipping,16.23,0.35709998,0.0032,0.0342,0.67111,0.33863,0.4051,0.03739,0.14072,64.19,8.878556,0.6858809,0.18101,4.005,0.17211,4.0,15.0
51,Medical Care Facilities,23.363333333333333,0.0,0.0311,0.0,0.29418666666666665,0.08397333266666666,0.058886666666666664,0.006393336666666675,-0.0027599900000000177,83.5505,69.47397749999999,5.83216975,0.22520666766666667,-0.7843333333333327,0.3812499996666667,5.666666666666667,31.893333333333334
52,Medical Devices,16.563828571428573,0.014742856571428571,0.03423333215,0.0019,0.4956600014285714,-67.14916142914285,-0.27218143285714286,-0.844555715,-0.8386516716666667,44.556400000000004,82.254906,4.862346860000001,0.14050714428571429,-16.416166666666665,0.32149714285714287,4.8,27.881999999999998
53,Medical Instruments & Supplies,52.0,0.0,0.0296,0.0,0.57919997,-0.060739998,0.05546,-0.01114,0.02145,5.434,0.0,8.370895,0.1887,508.68,0.77532995,7.0,62.14
54,Mortgage Finance,41.81,0.0,0.0992,0.0,1.0,0.50353,0.38002,0.0571,0.50044996,401.254,3.8748844,1.2405424,0.02309,7.766,0.7482,7.0,44.29
55,Oil & Gas E&P,24.015,0.0,0.0889500025,0.026099999999999998,0.42467249625,-0.534267517,0.023457512500000006,-0.2277675005,-0.11168499500000001,45.73566666666667,0.0,1.1677640333333335,0.0702125,47.13250000000001,0.7543175,8.25,26.975
56,Oil & Gas Equipment & Services,21.586700000000004,0.0,0.0357000001,0.0256,0.29642667,0.02596,-0.06237666656666666,0.012053333333333333,0.026810001,27.355,0.0,2.9119244,0.13747333333333334,36.58533333333333,0.74078,5.5,43.22
57,Oil & Gas Midstream,7.023333333333333,1.0,0.0019666666666666665,0.0669500015,0.5251199999999999,0.3655400133333333,0.4958533333333333,0.07685333333333333,0.09097999,3660.096666666667,19.685968499999998,3.0509843,0.31410666666666665,15.756666666666668,0.13642332466666668,0.0,0.0
58,Oil & Gas Refining & Marketing,7.86,0.0,0.0762,0.0,0.14423001,-0.40725,-0.41021,-0.07193,-0.14468001,10.131,0.0,3.0667188,0.20772,-34.172,0.40342,7.0,15.14
59,Other Industrial Metals & Mining,1.12,0.0,0.0027,0.0,0.00189,-1.0381501,3.72492,-0.059120003,0.69462997,10.128,8.057554,0.37609136,0.67254996,11.331,0.00995,0.0,0.0
60,Packaged Foods,28.970000000000002,0.0,0.05784285714285715,0.0,-0.1222843171428571,-3.16989286,-0.14184570000000002,-0.04749857257142857,-0.1274742865714286,119.98000000000002,20.548114666666667,6.03163466,0.3759128522857143,-15.779857142857141,0.3878799957142857,6.0,58.972500000000004
61,Pharmaceutical Retailers,0.76815,0.0,0.02065000005,0.0,0.213255,-0.23839001,-0.150309997,-0.07463,-0.40636001,122.306,0.0,0.822168475,0.18220499499999998,-7.7915,0.11777499899999999,1.0,7.0
62,Pollution & Treatment Controls,3.29,0.0,0.012,0.0,-0.13561001,-4.223127499249999,-0.2479275,-0.14568000000000003,-0.84988256,150.39724999999999,31.8966015,5.609871,0.27704500249999997,-4.70725,0.226695,2.0,5.335
63,REIT—Office,7.35,0.0,0.0023999999,0.0431,0.42341,-0.0073400005,-0.16754,-0.00049,-0.03518,64.059,0.0,14.271845,0.41414002,35.088,0.24876,0.0,0.0
64,REIT—Specialty,89.34,5.4865003,0.08140001,0.028499998,0.58129,0.051459998,0.041339997,0.0053,0.01804,140.714,240.16127,4.1867,0.00506,23.529,1.05881,20.0,79.75
65,Real Estate Services,64.49333333333333,0.0,0.0,0.04176666800000001,0.6312433333333333,0.4515666649999999,-0.040453333333333334,0.04421,-0.09087666600000001,139.48600000000002,64.906341,3.821956316666667,0.041063333333333334,16.464333333333332,0.58906,6.0,146.17
66,Real Estate—Diversified,5.3,0.0,0.0064,0.0,0.257,0.13126001,0.4103,0.09685001,0.86261004,50.334,22.083334,9.636364,0.66685,10.769,0.08585,1.0,7.0
67,Rental & Leasing Services,277.95,0.0,0.2829,0.0,0.4145,0.23521,0.10038,0.0,0.0,18686.957,0.0,0.0,0.01505,5.842,1.04655,6.0,93.17
68,Resorts & Casinos,14.92,0.0,0.0356,0.0,0.53965,0.15511,0.04606,0.04941,0.12564,370.688,0.0,3.7393484,0.08768,10.753,0.73780996,3.0,20.67
69,Restaurants,39.83714285714286,0.030685714285714285,0.11005714071428571,0.038599998,0.300877142,-0.048501431857142854,-0.00523428585714286,0.006315715571428571,0.2772842871428572,351.006,55.084487499999994,12.16976554,0.058982854285714294,16.0365,0.7352943085714286,10.4,68.954
70,Scientific & Technical Instruments,113.925,0.048499999999999995,0.047333334000000005,0.0032,0.5782066666666666,0.14988000133333332,0.10646999133333333,0.05245666300000001,0.056240002000000004,29.541666666666668,42.2132975,6.6175994,0.274070014,30.203666666666663,0.61554001,6.0,103.91333333333334
71,Security & Protection Services,2.72,0.0,0.0347,0.0,0.68733,-0.91243,-1.37976,-0.20883,-0.69954,2.075,0.0,1.0836654,0.08411,-3.028,0.07184,1.0,6.0
72,Semiconductor Equipment & Materials,86.72500000000001,0.08333333333333333,0.02434999975,0.00914999975,0.45677000749999996,0.1808075025,0.1128475,0.07772749999999999,0.1254650025,43.730333333333334,68.22761633333333,5.4487387,0.10901250025,21.138,0.8050725,7.5,91.985
73,Semiconductors,49.57,0.0,0.0327,0.0,0.89843005,0.0327,-0.03138,0.0073400005,-0.01322,2.936,0.0,4.229522,0.046630003,100.241,0.80112,7.0,60.29
74,Shell Companies,9.681711940298511,0.0,0.016959999446,0.0,0.0,0.0,0.0,-0.00596,-1.998,536.7743703703704,0.0,965.73009,0.048351833067,0.0,0.42949149906666656,1.0,48.5
75,Software—Application,67.69617647058823,0.033182352941176475,0.09314000053333335,0.00775,0.6211458823529413,-0.072944706,-0.1007270564647059,0.005712502124999998,0.015189295735714287,189.10587500000003,502.4775463333333,9.37700022857143,0.07873470454705882,-3.096470588235295,0.6040911752941177,9.0,109.04923076923076
76,Software—Infrastructure,41.79453,0.0,0.046814285571428575,0.0,0.7068840000000001,-0.045149014599999995,-0.086640001,-0.007204999916666667,-0.05637666666666669,56.81524999999999,73.32265733333334,5.613775325,0.053821250375000004,-310.40625,0.58471373625,7.857142857142857,54.35857142857143
77,Solar,28.34,0.0,0.35900003,0.0,-0.15152,-0.89712995,-0.89668,-0.17326,-0.32671002,7.952,0.0,9.2372875,0.15546,-34.964,0.47007,4.0,44.5
78,Specialty Business Services,100.42999999999999,0.298349975,0.013250000000000001,0.0251,0.44977,0.32255,0.259619995,0.09245499975,0.204600003,9.198500000000001,35.3912275,6.92150335,0.103625,13.347000000000001,0.7281,8.0,153.75
79,Specialty Chemicals,3.54,0.0,0.0089,0.0,0.105059995,0.058185,0.07851,-0.850235,-7.436685,4.219,0.0,0.0,0.34736500000000003,17.086,0.057025002500000005,3.0,10.5
80,Specialty Industrial Machinery,7.84,0.0,0.06319999899999999,0.0,0.10777666666666667,-0.2937200033333333,-0.30552333000000004,-0.06374666533333334,-0.3392500333333334,102.555,0.0,2.23173975,0.10046999966666666,-41.724,0.2793933333333333,8.333333333333334,14.92
81,Specialty Retail,29.925,0.027275,0.215300005,0.039100002,0.3803975,-0.6523324699999999,0.06664499900000001,0.13123500000000002,0.3505850025,71.49600000000001,7.4659581500000005,3.6566374666666666,0.301472501,-6.1975,0.40541250050000005,2.75,39.0675
82,Staffing & Employment Services,35.23,0.0,0.0,0.0,0.8738,-0.34448,-0.34250998,0.0,0.0,4.941,0.0,0.0,0.0,-4.843,0.0,3.0,41.63
83,Telecom Services,29.750000000000004,9.9,0.02156666733333333,0.0444,0.5614033399999999,-1.0560533713333333,-0.02537666666666667,-0.013023331333333332,-0.35793499,384.79150000000004,233.52942,2.0820034,0.18540666666666664,7.195333333333333,0.5667699833333334,4.666666666666667,33.666666666666664
84,Travel Services,2375.98,0.0,0.017,0.0,0.68714,0.06853,0.05767,0.013730001,0.094110005,260.158,138.93808,20.473585,0.00263,96.713,0.94183,26.0,2538.12
85,Utilities—Regulated Water,13.85,0.0,0.1021,0.0,1.0,-19.45053,0.0,-0.0841,0.0,0.0,0.0,0.0,0.01751,-77.8805,0.61399,0.0,0.0
86,Utilities—Renewable,5.7,0.0,0.0148,0.0,0.0,0.0,0.0,0.01918,0.052699998,6.643,3.6821704,0.14039062,0.51717997,0.0,0.008450001,0.0,0.0
