,industry,currentPrice,payoutRatio,shortPercentOfFloat,dividendYield,grossMargins,operatingMargins,profitMargins,returnOnAssets,returnOnEquity,debtToEquity,trailingPE,priceToBook,heldPercentInsiders,enterpriseToEbitda,heldPercentInstitutions,numberOfAnalystOpinions,targetMeanPrice
23,Drug Manufacturers—Specialty & Generic,5.211666666666667,0.0,0.09796666666666666,0.0,0.4406449983333333,-1.211755,0.08779333500000001,-0.2492716666666667,-0.43432170833333333,18.129166666666666,15.388829999999999,6.586169333333333,0.29040167499999997,-4.1586,0.31437166666666666,3.5,12.415
24,Education & Training Services,31.72,0.0,0.026566666666666666,0.0,0.54035666,0.17631999900000003,-0.027743333333333325,0.05594333333333334,0.16940667333333334,37.28366666666667,9.209088,1.8092613999999998,0.046253333333333334,13.725333333333333,0.9063666233333333,4.0,48.776666666666664
25,Electrical Equipment & Parts,20.759999999999998,0.0,0.04865,0.0,0.045685,-2.8626300000000002,0.021979999,-0.057399994999999995,-0.211345,8.306,14.888751,2.5655734,0.077205005,-3.7074999999999996,0.396169985,1.0,33.0
26,Electronic Components,87.35000000000001,0.072625,0.02792500075,0.0075,0.04880999999999999,-0.86678247475,0.0026750010000000024,-0.058589999999999996,-1.0652874997500001,26.755750000000003,377.965889,11.164002425,0.355615005,-6.200999999999997,0.314895015,2.0,102.2
27,Electronic Gaming & Multimedia,14.59,0.0,0.303,0.0,0.78084,0.059120003,-0.29001,0.024600001,0.0,0.0,0.0,0.0,0.071329996,14.07,0.86673,4.0,20.0
28,Engineering & Construction,23.956666666666667,0.0,0.033966666666666666,0.0,0.14537667333333334,0.03698333266666667,-0.005166665700000001,0.05086333233333334,0.10449500499999999,395.8136666666667,19.7024815,11.181614933333334,0.10495000066666667,8.291666666666666,0.71631999,2.3333333333333335,13.709999999999999
29,Entertainment,73.95,0.0,0.016983333331666666,0.062800005,0.71027,0.06752999999999999,0.8148649999999998,0.016524998949999998,0.291555,49.9685,67.1577,1.70955072,0.21142165999999998,120.75049999999999,0.6312666666666666,7.666666666666667,159.16666666666666
30,Farm & Heavy Construction Machinery,19.0025,0.0,0.08510000000000001,0.0,0.23322500000000002,-0.2683,-0.38204,-0.0236099985,-0.098195005,13.2145,93.692314,1.90349875,0.123704995,20.6825,0.36312998,5.0,53.8
31,Farm Products,15.5,0.0,0.0174,0.017,0.06165,-0.062750004,-0.04438,-0.016490001,-0.038680002,65.553,0.0,1.5278462,0.16063,-480.351,0.52964,4.0,23.25
32,"Furnishings, Fixtures & Appliances",13.89,0.5181666666666667,0.011866666666666666,0.018349999999999998,0.2798133233333333,0.032429999999999994,0.010303333333333333,0.022846667,0.03435999866666666,73.068,44.71311,1.4428410666666667,0.19541332366666667,-79.152,0.49384000666666666,2.0,20.5
33,Gold,0.2894,0.0,2.4572,0.0,-0.29941,-0.50088,-0.58528,-0.17448999,0.0,0.0,0.0,0.0,0.00903,-3.6955,0.8939,0.0,0.0
34,Grocery Stores,39.335,0.036849998,0.057399999849999994,0.011,0.23999499999999999,0.018940000000000002,0.027764999999999998,0.046395000000000006,0.182475005,247.031,22.7514106,2.4227194,0.3656600199,1934.0225,0.47858,0.0,0.0
35,Health Information Services,17.142033333333334,0.0,0.049366668,0.0,0.71436,-0.26408333666666667,-0.6367066666666666,-0.030445000000000003,-0.09184000149999999,49.341,188.89403,4.727585166666667,0.09101999999999999,0.5963333333333335,0.46557000000000004,5.666666666666667,24.346666666666664
36,Home Improvement Retail,21.49,0.0,0.35650003,0.0,0.43742,0.17754999,0.09471,0.1843,0.0,0.0,0.0,0.0,0.03213,17.315,1.0871,12.0,32.25
37,Household & Personal Products,93.92,0.19459999,0.0150999995,0.0106,0.58812,0.22174999,0.12121,0.12168,0.18839,23.106,53.303066,5.503985,0.44077998,15.163,0.58136004,4.0,88.0
38,Industrial Distribution,51.07,0.0,0.0086,0.0,0.52515,0.052210003,0.02516,0.053400002,0.08145001,18.601,76.22388,3.644213,0.040960003,16.315,0.88276,1.0,64.0
39,Information Technology Services,41.238,0.11248,0.038579999200000006,0.01285,0.42616,0.075632001,0.0670919998,0.04267800001,0.158567998,57.0052,96.0324815,5.752590860000001,0.11921599991999998,34.8478,0.681783994,5.0,51.681999999999995
40,Insurance Brokers,1.655,0.0,0.0,0.0,0.26955998,-0.03857,-0.03605,-0.04082,-0.13347,105.465,0.0,0.20354201,0.0242,-1.574,0.13838,3.0,6.22
41,Insurance—Diversified,8.09,0.3095,0.0254,0.0383,0.27941,0.11598,0.11632,0.01976,0.105459996,0.0,0.0,0.0,0.50887,4.78,0.51312,1.0,11.0
42,Insurance—Property & Casualty,104.61,0.34164999999999995,0.017150000000000002,0.0128,0.16262500000000002,0.15525,0.1290900005,0.03521,0.13514,20.247,24.673597,4.2620926,0.104125002,18.145,0.69808998,3.0,114.875
43,Insurance—Specialty,130.52,0.02765,0.007,0.0107,0.34351,0.193945,0.16267500499999998,0.09737,0.197695007,13.4025,7.9231065,1.44335015,0.32549,6.133000000000001,0.45046499,0.0,0.0
44,Integrated Freight & Logistics,140.115,0.09125,0.0190999995,0.006,0.14506999999999998,0.061555,0.043415001,0.070724997,0.170170005,37.6555,32.108245000000004,4.95545705,0.118965,12.562000000000001,0.859649975,18.0,133.70499999999998
45,Internet Content & Information,20.790100000000002,0.0,0.0348499999,0.0,0.42586143171428575,-0.3844214277142858,-0.41819999714285716,-0.039038569999999995,-0.4908349966666667,67.94250000000001,8.22675075,2.2850631000000003,0.07383285641428572,20.602285714285717,0.2448657143,6.666666666666667,38.291666666666664
46,Internet Retail,23.357,0.0,0.010566666663333335,0.0,0.3963320028,-3.0771162004,0.0095359998,-0.03425599979999999,-0.18454799100000002,45.1122,17.339108,2.076196733333333,0.22096200000000002,29.886199999999995,0.14749799800000002,15.333333333333334,40.75
47,Leisure,59.730000000000004,0.0506,0.01345,0.0074,0.37520501,0.09454499999999999,0.031689997000000004,0.0817700025,0.19744,10.475,14.425945,2.566101,0.20194499999999999,7.175,0.48858,2.0,96.835
48,Lodging,49.45,0.0,0.0031,0.0,-0.04362,-0.36516997,0.15207,-0.04359,0.0,0.0,989.0,0.0,0.66397005,-43.868,0.065799996,0.0,0.0
49,Lumber & Wood Production,10.7487,0.0,0.00059999997,0.0,0.27415,0.08997,0.06662,0.13977,0.1877,3.429,10.945724,1.889051,0.67004997,6.751,0.16809,0.0,0.0
50,Medical Care Facilities,42.97,0.0,0.043000000525,0.0,0.5033700099999999,-0.30140168333333334,-0.3158316666666666,-0.08245749925000001,-0.02576250750000004,32.26233333333334,70.4699515,16.52222032,0.3154750008333333,125.8005,0.4802150016666667,5.2,83.846
51,Medical Devices,37.06875,0.0,0.05673333244444444,0.0,0.6025150058333334,-0.651382495,-0.11408500416666667,-0.07343799976000001,-1.7519220009999998,24.095545454545455,192.99404733333336,6.24438775,0.19419800199999998,13.491399999999995,0.635039002,4.181818181818182,51.469090909090916
52,Medical Instruments & Supplies,129.12,0.049166666666666664,0.05546666633333334,0.0082,0.548339995,0.0605233325,0.030331669333333335,0.016153332000000003,-0.0058633326666666695,14.334799999999998,372.17158675,4.74547468,0.06543166575,-7.9396666666666675,0.8290683266666666,5.5,245.85666666666665
53,Oil & Gas Equipment & Services,4.13,0.0,0.104499996,0.0,-0.13106,-0.32748002,-0.44237,-0.16289,-3.94053,0.0,0.0,0.0,0.56604,-9.253,0.26716998,2.0,8.0
54,Other Industrial Metals & Mining,10.85,0.0,0.0,0.0,0.23384,0.09658,0.05567,0.024249999,0.02755,0.0,0.0,0.0,0.4346,35.094,0.11316,0.0,0.0
55,Packaged Foods,57.04374999999999,0.336574995,0.0460125,0.021700000000000004,0.3819724925,-0.5213962489749999,0.033437500875000005,0.018419999462499996,0.042857498750000014,30.46475,307.3551065,2.7300056757142857,0.141202496875,15.692250000000001,0.6161675050000001,5.666666666666667,75.43499999999999
56,Packaging & Containers,20.98,0.0,0.0191,0.0,0.29048002,0.06229,0.051620003,0.0653,0.24098,35.335,0.0,0.0,0.74538004,17.081,0.21022,2.0,29.5
57,Pharmaceutical Retailers,12.945,0.0,0.053200003,0.0,0.79291,-1.25608,-1.2623,-3.744,0.0,0.0,0.0,0.0,0.3307,-4.6295,0.27148,1.0,30.0
58,Pollution & Treatment Controls,5.4,0.0,0.061100002,0.0,-0.03531,-0.75491,-0.83917,-0.15496,-0.58204,114.734,0.0,4.712042,0.118030004,-12.752,0.48104998,3.0,9.67
59,Publishing,19.21,0.0,0.040999997,0.0,0.5565,0.07045,0.015039999,0.039389998,0.0,0.0,9.334304,0.0,0.14097,7.806,0.35617,0.0,0.0
60,REIT—Healthcare Facilities,25.200000000000003,0.0,0.0,0.0733,0.27975,-0.01692,-0.25413,-0.00156,-0.08834,124.451,0.0,2.5987419999999997,0.0,49.614000000000004,0.194724999,0.0,0.0
61,REIT—Industrial,25.994525000000003,0.9296,0.0210999995,0.044699999000000004,0.881165,0.4542125,0.11970999925,0.02024750075,0.02531,129.36974999999998,17.419117,1.74059565,0.02398249975,25.89575,0.44299749499999996,5.0,27.375
62,REIT—Mortgage,5.97,0.9333,0.0028,0.0767,1.0,0.75355005,0.75721,0.0732,0.13107,79.893,13.296213,1.7364746,0.24136999,0.0,0.09875,1.0,7.0
63,REIT—Specialty,116.37,0.7669,0.0212,0.0361,0.66529,0.2929,0.20201999,0.05104,0.27975,322.219,48.731155,9.958921,0.00698,20.89,0.95148003,3.0,121.0
64,Real Estate Services,31.108333333333334,0.8006333666666666,0.0081500003,0.13463333433333333,0.7339266866666666,0.25740999000000003,-0.8703600066666666,0.01322,-0.10249667133333333,91.97533333333332,8.858574800000001,0.5528460534749999,0.14841333333333334,44.19833333333333,0.24551667066666663,2.6666666666666665,30.436666666666667
65,Rental & Leasing Services,5.75,0.0,0.08229999,0.0,0.24865,-0.81684995,-0.84789,-1.13551,-7.1307096,26.05,0.0,16.061453,0.12541,-3.945,0.67982,5.0,16.3
66,Residential Construction,88.10499999999999,0.0,0.06085,0.0,0.32310499,0.219840005,0.18425000000000002,0.122189995,0.26092499999999996,26.0465,13.3706075,2.76184685,0.37988500000000003,9.817,0.550449995,2.5,95.915
67,Restaurants,61.26666666666666,0.07593333666666667,0.06693333333333333,0.0166,0.14325332666666665,-0.07584001333333332,-0.05963999666666666,0.0034699996666666655,-0.13461,153.5305,255.79470666666666,5.8134367000000005,0.18416,2.3209999999999997,0.75596,8.666666666666666,65.32666666666667
68,Scientific & Technical Instruments,133.7566666666667,0.0,0.13475,0.0446,0.35688000000000003,0.09940333333333333,0.059846667,0.03433,0.042639999333333324,50.96266666666666,27.710022,2.45211825,0.0075899999999999995,27.413999999999998,0.7816533333333333,13.5,87.09
69,Semiconductor Equipment & Materials,174.35000000000002,0.0874250025,0.03087499975,0.010199999,0.41725000500000003,0.218085,0.192277495,0.10862749925000001,0.3408125125,33.12075,38.55973425,7.940007675,0.090197494975,17.28325,0.8533000075,9.5,187.84999999999997
70,Semiconductors,29.584999999999997,0.21505000500000002,0.0387333335,0.0312499995,0.3203000075,-0.08658499999999998,0.006842500000000008,-0.007795000000000003,-0.06683000000000001,174.40574999999998,12.4052155,6.1817750475,0.0969275,-26.97775,0.41284501225000003,15.0,41.10333333333333
71,Shell Companies,9.779693150684935,0.0,0.0011538461353846154,0.0199,0.0,0.0,0.0,0.0,0.0,577.6029000000001,0.0,1743.6837876666666,0.024602121227272726,0.0,0.4861030292575758,1.0,3.0
72,Software—Application,51.91956875,0.01824375,0.04759166666666667,0.0045,0.5701250048125,-1.600294943,-0.19799125,-0.15179786028571426,-0.438581994,23.99514285714286,42.554248333333334,6.541070882500001,0.19785500120625005,-0.16287499999999966,0.32528125156250004,5.785714285714286,65.24214285714287
73,Software—Infrastructure,9.287500000000001,0.0,0.12046666766666668,0.0,0.5494575075,-0.062175003500000006,-0.19171000000000002,0.025434999999999992,0.45585,124.15599999999999,0.0,2.8391733,0.21799249475,-118.4325,0.626995005,7.0,15.0175
74,Solar,8.02,0.0,0.0808,0.0,0.088190004,-0.15586,-0.09567001,-0.07394,-0.12002,16.072,0.0,0.0,0.28391,-18.199,0.22278999,1.0,22.0
75,Specialty Chemicals,44.334999999999994,0.278725,0.03625,0.0124500005,0.204192495,0.037785001375,0.026295,-0.0831424995,-0.19953999775,17.0385,45.6173095,7.551877675,0.30152500625,26.306250000000002,0.45604249999999996,2.0,114.5
76,Specialty Industrial Machinery,93.095,1.6875,0.00775,0.0175,0.35469998999999997,0.05512499999999999,0.03957999815,0.02003,0.025585,4.3875,424.95061,7.16341585,0.0302800002,129.99,0.85278,8.0,148.25
77,Specialty Retail,22.758,0.00794,0.10412000190000001,0.038399998,0.34926799999999997,0.0593100006,0.040068000000000006,0.0409200005,0.2396699925,356.5076,18.614965666666667,2.4393920000000002,0.257085998,132.32699999999997,0.5202520159999999,3.0,39.9375
78,Staffing & Employment Services,32.900999999999996,0.051500000000000004,0.012049999747500002,0.0173,0.42716600399999993,-0.055922000999999985,-0.07715000000000001,-0.016454002000000002,-0.25329800399999997,26.6466,18.066209999999998,5.522996216000001,0.408722004,4.4584,0.44299599779999993,3.0,52.45666666666667
79,Steel,17.79,0.0,0.21790001,0.0,0.15314001,0.02406,0.020550001,0.01194,0.03607,70.727,143.46776,4.789984,0.7619,110.799,0.00156,0.0,0.0
80,Telecom Services,35.414,0.2745,0.04318,0.019299999,0.5658740000000001,0.10414400399999998,0.009415999999999999,0.01607399984,0.1901520056,141.98,37.1110112,2.88131968,0.057985999999999996,-205.47859999999997,0.8251919940000001,5.0,43.325
81,Tobacco,1.53,0.0,0.0,0.0,0.17403999,-0.02084,-0.02964,-0.046630003,-0.48114,0.707,0.0,0.0,0.72473997,0.0,0.0,0.0,0.0
82,Tools & Accessories,144.67,0.5348,0.014400001,0.015800001,0.32754,0.11589,0.08291,0.08412,0.30546,94.692,38.681816,10.719472,0.0227,20.85,0.75568,6.0,150.83
83,Travel Services,16.71,0.0,0.205,0.0,0.0,-41.86163,0.0,-0.10348,-1.17505,491.499,0.0,201.3253,0.38814998,-12.64,0.69484,4.0,20.25
84,Trucking,17.57,0.0833,0.0305,0.0045,0.38105,0.11259,0.124589995,0.04512,0.10711,0.0,18.359455,1.9567881,0.50455004,6.91,0.55536,7.0,18.71
85,Utilities—Regulated Electric,40.28,0.626,0.0135,0.039449999,0.44093499999999997,0.21901500499999998,0.182595005,0.027145000000000002,0.099065,102.207,11.79508125,1.24359599,0.000475,10.1975,0.5622199999999999,9.0,62.11
86,Utilities—Renewable,7.34,0.0,0.0659,0.0,0.0,0.0,0.0,-0.09585,-49.7298,0.0,0.0,12.0130935,0.09378,0.0,0.53567004,2.0,27.0
87,Waste Management,5.21,0.0,0.1286,0.0,0.25738,-0.22606,-0.16759,-0.17910999,-0.6749,45.253,0.0,0.598163,0.29263002,-6.287,0.1721,1.0,4.0
